Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Outdoor Air Density [kg/m3](TimeStep),Environment:Site Rain Status [](TimeStep),BLOCK1:ZONE4:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE3:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE7:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE6:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE5:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE2:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK6:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),PEOPLE BLOCK1:ZONE4:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE3:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE7:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE6:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE5:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK6:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON) 
 01/01  11:00:00,18.7,64.0,3.1,180.0,1.1797805227552039,0.0,20.86105549192027,20.33026056376051,19.153545463762673,20.2566809282068,19.829502807147106,18.944970602950428,19.58698136105313,19.22716586478333,-1.8105196105202746,-5.066826340035438,-2.872851789519617,-5.089009551471691,-1.9386445431552502,-2.2653871945162868,-2.1589003337198227,-2.1940318598625718 
 01/01  12:00:00,19.5,60.0,3.1,180.0,1.1756036337402656,0.0,21.181291877203358,20.820102338264897,19.879373209963778,20.740738153911907,20.48660093225837,19.667642766513258,20.14023426027484,19.945068231689278,-1.7089898943038633,-4.893241209391281,-2.656000195699455,-4.916866289686482,-1.7172235753083547,-2.106684399734642,-2.015155337956314,-1.9283293109888767 
 01/01  13:00:00,20.3,56.0,3.1,180.0,1.1727090500758178,0.0,21.41638556562736,21.401843957383293,20.502554385793247,21.324718915683726,21.00702842945506,20.3934026313242,20.63883737909361,20.578805641708436,-1.631554956115268,-4.740280532618264,-2.485148348939959,-4.767164124650548,-1.5590474031550439,-1.9732431981821597,-1.8897924535815592,-1.7185766478539356 
 01/01  14:00:00,21.2,53.0,3.1,180.0,1.169117571827395,0.0,21.85947153100275,22.01310884982991,21.379848045997695,21.94436622175768,21.84887595914809,21.236194189953826,21.410615927355019,21.456030014579058,-1.562699370013723,-4.552484444726876,-2.292868140373247,-4.5780791286679449,-1.3813415114420434,-1.8118052214199492,-1.7690988315112855,-1.4867285604239118 
 01/01  15:00:00,22.0,50.0,3.1,180.0,1.1660948804546756,0.0,22.190348017234219,22.70221654787794,22.06873659859502,22.62867628784619,22.429013437199214,21.999845153282874,21.978075035919674,22.126239531667939,-1.450326166719016,-4.349218674532374,-2.0534458074444634,-4.370340135251112,-1.1745156600814906,-1.624444527377611,-1.5937316477201509,-1.2227259968916089 
 01/01  16:00:00,21.3,54.0,2.8,180.0,1.168323477141796,0.0,22.470498007572304,22.21743357819063,21.64009834387128,22.134040404872409,22.28619589472912,21.3489294782553,21.952867556560869,21.94309737746014,-1.3586355807212032,-4.12864964533368,-1.8688065247149515,-4.149280607987045,-1.0526633199768399,-1.4608062073394537,-1.4608959606861954,-1.024651343654835 
 01/01  17:00:00,20.7,57.0,2.6,180.0,1.1692420273128495,0.0,22.41643411905776,21.817658742333739,21.153216538885489,21.733615709694314,21.828474023507746,20.8143605816621,21.466585085650313,21.474591184334807,-1.2826128042573018,-4.2296706972352979,-1.926133920617439,-4.251493106119727,-1.074603526560934,-1.5576209463093845,-1.4490317833883624,-1.024306207607659 
 01/01  18:00:00,20.0,62.0,2.3,180.0,1.171344321831812,0.0,22.16685774115738,21.407397771978468,20.603234876922426,21.341337682614708,21.30537774989201,20.19395714787578,21.031423584756554,20.967279920048,-1.2743354084433474,-4.321252041881707,-2.016382776909026,-4.343882690253994,-1.1998782167397746,-1.6639673149579315,-1.5325904249593945,-1.1303569370513114 
 01/01  19:00:00,19.3,67.0,2.0,180.0,1.1735490980840758,0.0,21.807011023030176,21.006500419943124,20.083343407042606,20.92544883127243,20.773278498006254,19.624647336479045,20.609435986729225,20.441249554734065,-1.3121348590824636,-4.412243881397465,-2.123892589486387,-4.430452929780158,-1.3439734687725285,-1.7547469918271406,-1.6106991076721265,-1.271913388353077 
 01/01  20:00:00,18.7,72.0,1.8,180.0,1.1753326526214337,0.0,21.406670450983826,20.783297590016884,19.77168829745839,20.699695291900249,20.454727259361478,19.09006909853931,20.4163750712978,20.052304608747308,-1.38459211109655,-4.505947688782417,-2.278921311926451,-4.530473926780123,-1.4978252179383585,-1.8967527262709799,-1.6926527573841224,-1.466747370710527 
 01/01  21:00:00,18.0,77.0,1.5,270.0,1.177721835680087,0.0,20.336486959418758,20.36986130895715,19.45988904219634,20.251721134623617,20.16279606489917,18.67381077785524,20.352185207319577,19.822134738251788,-1.4782523125722956,-4.549962950164559,-2.3835053976972659,-4.577230200003806,-1.6053754114122772,-2.0315999461180138,-1.7340762594421444,-1.6366500125790369 
 01/01  22:00:00,17.9,77.0,1.6,270.0,1.1782458660945719,0.0,20.264227946805634,20.328367282023316,19.289811027287429,20.208896249446675,19.964548511673738,18.563392989615339,20.22328858136345,19.60377380418323,-1.7099469799062704,-4.6602763263226099,-2.4780969690726417,-4.700048404389473,-1.6953899309415924,-2.134680477562867,-1.7566509929473957,-1.7574666277789025 
 01/01  23:00:00,17.8,77.0,1.7,270.0,1.1787695994807755,0.0,20.0259344760092,20.249617985064384,19.167898223362529,20.127235018041547,19.820584083135729,18.443746423716595,20.134374411270657,19.444286495726815,-1.763844566449823,-4.681238601424722,-2.546172695243557,-4.7231261482115489,-1.766934577314192,-2.1859425367603926,-1.797314850275688,-1.866108492649595 
 01/01  24:00:00,17.7,77.0,1.8,270.0,1.180491016007277,0.0,19.873292851316273,20.197845475529417,19.073789521285904,20.070163738390155,19.69134752414285,18.33681683430715,20.143583923111284,19.310330379405728,-1.8472132566460689,-4.715230986483586,-2.602236767314211,-4.759151213860134,-1.8273839592774535,-2.235799280652956,-1.8324226371596968,-1.9530207884541416 
 01/02  01:00:00,17.6,77.0,1.9,270.0,1.181014575649281,0.0,19.78650982667215,20.195877732802239,19.036903890053464,20.057438226713594,19.620545877345859,18.245115685486476,20.28652809545219,19.233395590722084,-1.911646376612097,-4.742769546483128,-2.650467154228902,-4.788967599932629,-1.8838557940472094,-2.281730936906587,-1.8459410959620056,-2.0260818559522284 
 01/02  02:00:00,17.4,77.0,2.0,270.0,1.1820608311139068,0.0,19.530199659125388,19.99911716407651,18.868175855123519,19.8571718359314,19.499797175282646,18.021527452364965,20.191201171209408,19.110318597584766,-1.9622321020883123,-4.758406087154492,-2.6858224888469559,-4.808140835530688,-1.930865585171864,-2.3241594292887215,-1.8380612856566257,-2.082193812853514 
 01/02  03:00:00,17.3,77.0,2.1,270.0,1.1825835335184352,0.0,19.395599492902606,19.96437194947986,18.71621992916929,19.820800140145047,19.289284448219378,17.935236393191969,20.021147594875307,18.893795278273897,-2.0454318408654355,-4.835397985727915,-2.7508393859300614,-4.88648997684097,-1.9853916316482885,-2.3941695154565867,-1.8742609916450106,-2.143028683087958 
 01/02  04:00:00,17.2,77.0,2.2,270.0,1.184305996058987,0.0,19.224033776773557,19.86879412456762,18.593047876876864,19.724423967458767,19.165779500314565,17.81902364745268,19.9217902159038,18.76470350174695,-2.101887794715387,-4.863059200361476,-2.8119425045612207,-4.914483086667506,-2.05735329782857,-2.4344528499868707,-1.9262220556875945,-2.2196712389312509 
 01/02  05:00:00,17.1,77.0,2.3,270.0,1.1848285540551507,0.0,19.067239640315117,19.782488768359586,18.473237623951389,19.637057635932949,19.029295223451518,17.70633465810473,19.818177616763906,18.62835343413422,-2.1642281408314738,-4.909734617512475,-2.865760759299902,-4.961310097963773,-2.1122289054696128,-2.480607807468922,-1.9635338456991332,-2.276418497281981 
 01/02  06:00:00,17.0,77.0,2.4,270.0,1.1853508363867389,0.0,18.896025047599509,19.657773122222737,18.379431437036499,19.51057524692429,18.96276210888444,17.57593872274477,19.79798385596963,18.56542837437183,-2.2223554692174316,-4.954154408249623,-2.918027396004683,-5.005831331312151,-2.1673692795161467,-2.5251517757675239,-2.001422886657948,-2.331326003849682 
 01/02  07:00:00,18.0,73.0,2.3,270.0,1.1811034955000644,0.0,19.594400982726844,20.149551407112079,18.96771890318105,20.015485297419234,19.351429997971147,18.553079032256293,20.024864875822315,18.950507117494604,-2.232713739433938,-5.008691731746755,-2.9460635251991835,-5.061442187444746,-2.169338168130583,-2.503582884332806,-1.9995936629497367,-2.3413433174346638 
 01/02  08:00:00,19.0,68.0,2.2,270.0,1.1772089596907345,0.0,20.231889751733378,20.684850756906529,19.658099898851295,20.57467207066045,19.96876740218912,19.403155931674975,20.399186857450009,19.681071800113096,-2.0284993144319025,-4.863053668660921,-2.8076011135564165,-4.912126329684463,-2.062156934092126,-2.265696015391091,-1.9410448364483202,-2.218787378352174 
 01/02  09:00:00,20.0,64.0,2.1,90.0,1.1719769304734667,0.0,20.69223747269782,21.540930544575898,20.597386777300927,21.468108571320017,20.821357389989474,20.28258436745817,20.89099761851023,20.668074201292489,-1.829809047717923,-4.700854055809592,-2.6245562310348,-4.743134547654081,-1.8908746814228812,-2.059856195611736,-1.848308262511755,-1.9873184432831386 
 01/02  10:00:00,21.0,60.0,2.0,90.0,1.1680428017372396,0.0,21.49217072062701,22.315367130639154,21.52683976051131,22.240263425039605,21.660439754514596,21.154185270933664,22.42150743390987,21.601835165619418,-1.674032472409827,-4.430519679452708,-2.3644461949103219,-4.461440215803904,-1.6383205183922303,-1.846431137261929,-1.7304544279174639,-1.6724717826302127 
 01/02  11:00:00,22.0,57.0,1.9,90.0,1.163909341787394,0.0,22.252659293866264,22.98597763711953,22.53212353429524,22.945024682071673,22.530803917312203,21.97516639242873,24.185125999779588,22.641043387712867,-1.4735067693544147,-4.181389119724117,-2.10219968213804,-4.2122053094068578,-1.3970028859396527,-1.655217904161775,-1.4045124890267693,-1.3592831970594437 
 01/02  12:00:00,23.0,53.0,1.8,90.0,1.159014152208067,0.0,22.995688190693348,23.358268119310293,23.284116583975636,23.299608438738628,23.27433469166015,22.79687672371587,24.859277158222569,23.532820967648186,-1.2825337534863642,-3.9471204028590538,-1.8135377287733757,-3.9670981519036796,-1.1310306992295503,-1.4703415517694583,-1.0003976841509262,-1.0132206621106317 
 01/02  13:00:00,24.0,50.0,1.7,90.0,1.1550781964232786,0.0,23.628180055283317,23.76419314277147,23.886588909085814,23.72109171026615,23.91561291933332,23.487301893537059,24.48724128678516,24.36150400621094,-1.1064378194548855,-3.801918734993408,-1.581933594380665,-3.8257559016960904,-0.8890517031791509,-1.2828598745012965,-0.8092893798931937,-0.7042636860929373 
 01/02  14:00:00,25.0,47.0,1.6,90.0,1.1512394761214556,0.0,24.257987523134447,24.273457851073588,24.48150329332282,24.2559531089627,24.45862089283576,23.99713947650576,24.126575480200086,25.282922831739055,-0.9427363196304475,-3.639475422240213,-1.378498972604984,-3.655977501510776,-0.6914350192836715,-1.1101957049822036,-0.8232943739588373,-0.4112658129147045 
 01/02  15:00:00,26.0,45.0,1.5,90.0,1.1459482524609129,0.0,24.83296286529335,24.77805639903761,24.992800966217115,24.769616671294349,24.92550210342454,24.459043560058043,24.377928056305426,26.462281463404133,-0.7784741977162875,-3.4445619687833566,-1.1796941711288225,-3.450459913805792,-0.5317789350205414,-0.9661492052383958,-0.8493109715848428,-0.11648538825400921 
 01/02  16:00:00,25.2,48.0,1.3,90.0,1.14871682952865,0.0,24.553047317654494,24.611898461014229,24.891991975619093,24.58491060500355,24.9667443078648,24.491233331182685,24.392016555149284,25.770297355139677,-0.6121059887876582,-3.2415383930901169,-0.9889154540119998,-3.242327765547205,-0.40107210128332079,-0.8310613880247104,-0.7555105052320259,0.2284961577082058 
 01/02  17:00:00,24.3,52.0,1.2,90.0,1.1517121948163336,0.0,24.301085477339613,24.424394367007495,24.397705648170555,24.367038982188576,24.63605952316082,24.03901373173028,24.23801577970957,25.230010299523778,-0.6224189215158751,-3.240370791154057,-0.9623608797602767,-3.2447505723430427,-0.3817656430950177,-0.7879936262724461,-0.7239516646721323,0.14260103733388769 
 01/02  18:00:00,23.5,55.0,1.0,90.0,1.154669076524779,0.0,24.004585808520159,24.13334987092294,23.89953448019018,24.07326478207117,24.191939469641178,23.447355445498557,24.00843223435735,24.66340166709658,-0.6389173495214234,-3.2490740702129745,-1.0170652137132608,-3.2622097436286516,-0.46665191918578116,-0.8558175766600245,-0.7338554690078751,0.040004080956929987 
 01/02  19:00:00,22.7,59.0,0.8,90.0,1.157377553591129,0.0,23.64355995029815,23.7255437872498,23.238832020541897,23.635221179558039,23.617069351012355,22.82891915878421,23.598952758397834,23.91591537165197,-0.6866969010755339,-3.300452312130051,-1.1027879828453793,-3.313762193855032,-0.5844223109008166,-0.928107004018595,-0.7742389452894669,-0.11756695730692062 
 01/02  20:00:00,21.8,64.0,0.7,90.0,1.1592102085940624,0.0,23.093232252235418,23.237552887614155,22.74946585395536,23.14076876954262,23.160875927253149,22.049945727857947,23.19243748502289,23.302791185059414,-0.756591623460521,-3.386365993208796,-1.2747377980458093,-3.4084838573091726,-0.7432086983689895,-1.0589668962473429,-0.8525667466673211,-0.3621476363110232 
 01/02  21:00:00,21.0,69.0,0.5,140.0,1.1618371215786272,0.0,22.75318745077232,22.783959494977759,22.11328546474525,22.723135156441186,22.62973181360463,21.336331991117914,22.735536049831699,22.625443883054836,-0.8733992230334902,-3.4926456149173465,-1.413142549777264,-3.517737279817095,-0.8659436690343095,-1.2258094888243239,-0.9282817200001918,-0.5911313073268052 
 01/02  22:00:00,20.4,71.0,0.5,140.0,1.1643821363329235,0.0,22.33199758021503,22.37980145051834,21.62813879418279,22.293258039323669,22.17937746224829,20.82677206010132,22.35705433322113,22.08683711797361,-0.9569344948229925,-3.5943978872558257,-1.5706781377356605,-3.610639500135318,-0.9972355246308164,-1.3706999752821308,-1.0181182804932343,-0.8146237157591215 
 01/02  23:00:00,19.8,73.0,0.5,140.0,1.1681449117014029,0.0,21.98199441116067,22.02394552224726,21.125302875204424,21.931258519184934,21.624765255667378,20.32651730310565,21.88219261401004,21.479138904219377,-1.071929700064927,-3.7111349647849356,-1.707031656227949,-3.737128134464975,-1.1167876024136674,-1.4934324753767699,-1.1043779665661116,-1.0048470045088148 
 01/02  24:00:00,19.2,76.0,0.6,140.0,1.1704826897498473,0.0,21.521578745797365,21.585126410289733,20.656968126798824,21.476654740601963,21.328593300250355,19.773331105210287,21.636235316959107,21.078037158605864,-1.1766709023218292,-3.8245227791002405,-1.8537416363297835,-3.854786894649853,-1.261356279525155,-1.6188652149945389,-1.2159184526998733,-1.2038710032974476 
 01/03  01:00:00,18.6,79.0,0.6,140.0,1.1728649882593912,0.0,21.178796130793289,21.232085578097896,20.143723081569499,21.10936676055329,20.730907744196608,19.26959568516345,21.113413996500758,20.45470072715439,-1.3003058794015452,-3.960604446760142,-1.9920586198650239,-3.997932642643117,-1.358900307109195,-1.7520086702960929,-1.2855859831862114,-1.3553490730595664 
 01/03  02:00:00,17.9,82.0,0.6,140.0,1.1770179795073784,0.0,20.711046598899747,20.739887818158807,19.571043092501925,20.601895861063228,20.190419702764947,18.651691839696086,20.627488751196844,19.86315056054955,-1.4032301316048555,-4.079083073015923,-2.143160652163387,-4.123256497129397,-1.5150816670964527,-1.8803068324869697,-1.4074443957343073,-1.5447873342063974 
 01/03  03:00:00,17.3,85.0,0.6,140.0,1.1794883778926824,0.0,20.31744245324577,20.324267757685477,19.068559827304616,20.175031035837788,19.722487803104096,18.121385500053298,20.219535478388396,19.348051676809307,-1.535572404174197,-4.249619606389882,-2.316055746904023,-4.301276879658816,-1.6662452397734585,-2.0386053111487385,-1.5311916005968136,-1.7315754156381867 
 01/03  04:00:00,16.7,87.0,0.7,140.0,1.1822261551267588,0.0,20.129068690996875,20.048727126905669,18.70874216444107,19.878068371341166,19.334229174036886,17.605829487063347,20.331721226662326,18.905748826738756,-1.6535504696582005,-4.400381395556777,-2.474548048455121,-4.458419442757208,-1.8048722254907599,-2.181107797109726,-1.6413392525561837,-1.8997798838054945 
 01/03  05:00:00,16.1,91.0,0.7,140.0,1.1857485123383638,0.0,19.679114430599456,19.5965047330995,18.225580296126574,19.409981337814778,18.924370666725915,17.056144267369754,19.94018235241265,18.46758106381261,-1.7363505733093925,-4.519637339407354,-2.6051598349340128,-4.586929089572491,-1.930621095695038,-2.3281443245394888,-1.6527301352859012,-2.051717147302483 
 01/03  06:00:00,15.5,94.0,0.7,140.0,1.1883328150824207,0.0,19.21602631366509,19.131537058124154,17.96263572367255,18.9198141503784,18.67173424321405,16.508268491907978,19.573356708014726,18.152480910529805,-1.8636115226710324,-4.68486691257839,-2.7606647812351414,-4.7596804543895179,-2.059268411940994,-2.476007849332929,-1.7585161854232874,-2.200116706590561 
 01/03  07:00:00,17.0,86.0,0.8,140.0,1.182055467871186,0.0,20.135014115600286,19.985508578747436,18.613783132395527,19.807110281017179,19.153876253606147,17.869447057311939,20.112240814407487,18.714705875137978,-1.9462284264554633,-4.859748735923569,-2.8479864547894588,-4.945712544208585,-2.1060915692714,-2.554365883033479,-1.8422721032854608,-2.2866301660005479 
 01/03  08:00:00,18.5,79.0,0.9,140.0,1.1745881638412832,0.0,20.817919954048145,20.804037938801419,19.58917403221522,20.652341093265166,20.00639447558685,19.101005647931506,20.492635093792459,19.656845302521679,-1.7112380985382927,-4.620881848647008,-2.706194337493643,-4.698648549261803,-1.9795018677808152,-2.2533813038364438,-1.7344962813675878,-2.1366269280953955 
 01/03  09:00:00,20.0,73.0,1.0,140.0,1.1682864825736863,0.0,21.740608474115317,21.725717224479636,20.670782252725667,21.600390685911408,20.929323254945925,20.362367001768257,21.265445170935775,20.75238800239703,-1.5010553123372175,-4.371420279636489,-2.458454881131328,-4.44248587385628,-1.7550370156108833,-1.9680774698406174,-1.6414278868518702,-1.8549668012479122 
 01/03  10:00:00,21.5,67.0,1.1,140.0,1.1622050089238177,0.0,22.613208016187575,22.643478843480659,21.777059884581424,22.521850560366667,21.96928687690451,21.612639842274456,22.072255104295939,21.95492804801849,-1.2513059200784005,-4.076676609405749,-2.159899128885322,-4.140102237750368,-1.474056110681695,-1.6731681246588187,-1.4589636737436905,-1.5007969701236046 
 01/03  11:00:00,23.0,62.0,1.2,140.0,1.1548616778354588,0.0,23.466013421499853,23.651708401599895,22.95053961501228,23.54632053213488,23.00980593084087,22.882243069076666,23.021393720486864,23.292888691341415,-1.0280427664682875,-3.7773807855985259,-1.8464688396062224,-3.8388455261406899,-1.1756989668277663,-1.3989472618886785,-1.263402649792829,-1.1095598763909763 
 01/03  12:00:00,24.5,57.0,1.2,140.0,1.1489150147025853,0.0,24.222658066646205,24.384651232673677,24.246812228007657,24.26104151544109,24.132030030338166,24.09090341255411,23.961466668550256,24.72104381646126,-0.8153148480720297,-3.4412843781326845,-1.513498666021774,-3.496910626463028,-0.8673723133853174,-1.1221319640602677,-1.0273484415534149,-0.6860993614690506 
 01/03  13:00:00,26.0,53.0,1.3,140.0,1.1428145119163605,0.0,24.92810539525212,25.04402023188368,25.435197787623346,24.981252684068808,25.225118992487525,25.268457783091557,24.889559096064248,26.067315800419846,-0.627372715541018,-3.1767420060459297,-1.1429882005358223,-3.2345513569651347,-0.5327725296123077,-0.8430106812299029,-0.7855628003950519,-0.2368578907575752 
 01/03  14:00:00,27.5,49.0,1.4,140.0,1.1357510342790199,0.0,25.473416893184557,25.687995229798898,25.974402408426589,25.649938660323075,25.78159179803477,26.144175500788469,25.51205445992005,27.204726744872617,-0.43839321944621598,-2.924817029948276,-0.7948631484845014,-2.963364750728974,-0.24158428312253076,-0.5623161782681663,-0.5447225776820666,0.17480777101573997 
 01/03  15:00:00,29.0,45.0,1.5,230.0,1.1300692499350598,0.0,25.443220275956237,26.447863454366236,26.463307834754727,25.990233476403519,26.283436276566133,25.92588781825492,26.072581607191187,28.714441491748674,-0.27885433783133575,-2.6670846479413394,-0.5805160646525405,-2.693605879704011,-0.04763456107997368,-0.3220504364460321,-0.36649405981576646,0.5510335558506173 
 01/03  16:00:00,28.0,49.0,1.3,230.0,1.1332484318743344,0.0,25.617476605705475,26.23585890464784,26.001009217447508,26.000043943721445,26.045405796238869,26.07768162114697,25.765363902686049,28.52298799480033,-0.23860536025273866,-2.3906766628602664,-0.39999861859975635,-2.5470501408285068,0.08526621301991244,-0.323362685960254,-0.21539801974377055,0.9615615431323543 
 01/03  17:00:00,27.0,52.0,1.2,230.0,1.1370040633934003,0.0,25.77569521815629,26.115258252799646,26.025111576398737,26.015181925283348,26.065472609079174,26.251694948489815,25.81040373369406,27.36345438947421,-0.15960990924615144,-2.3917539640120988,-0.43505631231701566,-2.477225860885441,0.049063503904464397,-0.24670104924801357,-0.23639555985549794,1.0080015879225329 
 01/03  18:00:00,26.0,56.0,1.0,230.0,1.140474618928739,0.0,25.796661222427063,25.883621068379246,25.99978065866962,25.819803173500877,26.001583731966624,25.663867615046397,25.76216200183893,26.72787927211437,-0.09617873638894348,-2.37918476648393,-0.3743347127316781,-2.4217406537532608,0.04810809008868707,-0.18554495147801196,-0.20357692128742953,0.7816690951767451 
 01/03  19:00:00,25.0,60.0,0.8,230.0,1.1440873792876343,0.0,25.535076294180379,25.554809277119735,25.28749947062475,25.485506653035125,25.49529722101646,24.947633045568737,25.373501072441124,25.957181479114604,-0.06979112406166527,-2.4095039605693504,-0.3277750982227027,-2.437492790595551,0.017563494195629194,-0.2366041557703336,-0.1940852433499858,0.6246893248873398 
